Source	Target	Type	Weight	8	12	10	6	7	weight	timeset	19	9	id	13	11	label	16	14	15	18	17
7c0XG5cIJTrrAgEC3ULPiq	3KV3p5EY4AvKxOlhGHORLg	0	4.0	Undirected	Jeremih	4	4	342	4.0	null	day	12632	99	4752	Ty Dolla $ign	null	true	3WjyiSbfR74pjWXQ3IaFKJ	Impatient	04/12/2015	71
7c0XG5cIJTrrAgEC3ULPiq	0hCNtLu0JehylgoiP8L4Gh	0	2.0	Undirected	Nicki Minaj	2	4	33	2.0	null	day	11141	100	4608	Ty Dolla $ign	null	true	6kex4EBAj0WHXDKZMEJaaF	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	23/02/2017	82
7c0XG5cIJTrrAgEC3ULPiq	07YZf4WDAMNwqr4jfgOZ8y	0	2.0	Undirected	Jason Derulo	2	4	1134	2.0	null	day	11140	101	4608	Ty Dolla $ign	null	true	6kex4EBAj0WHXDKZMEJaaF	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	23/02/2017	82
7c0XG5cIJTrrAgEC3ULPiq	3NPpFNZtSTHheNBaWC82rB	0	2.0	Undirected	X Ambassadors	2	4	284	2.0	null	day	10559	102	4297	Ty Dolla $ign	null	true	4dASQiO1Eoo3RJvt74FtXB	Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)	24/06/2016	80
7c0XG5cIJTrrAgEC3ULPiq	4xRYI6VqpkE3UwrDrAZL8L	0	2.0	Undirected	Logic	2	4	1075	2.0	null	day	10558	103	4297	Ty Dolla $ign	null	true	4dASQiO1Eoo3RJvt74FtXB	Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)	24/06/2016	80
7c0XG5cIJTrrAgEC3ULPiq	53XhwfbYqKCa1cC15pYq2q	0	2.0	Undirected	Imagine Dragons	2	4	1074	2.0	null	day	10557	104	4297	Ty Dolla $ign	null	true	4dASQiO1Eoo3RJvt74FtXB	Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)	24/06/2016	80
7c0XG5cIJTrrAgEC3ULPiq	137W8MRPWKqSmrBGDBFSop	0	10.0	Undirected	Wiz Khalifa	10	4	676	10.0	null	day	10556	105	10180	Ty Dolla $ign	null	true	7t2bFihaDvhIrd2gn2CWJO	Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix	10/06/2014	77
7c0XG5cIJTrrAgEC3ULPiq	55Aa2cqylxrFIXC767Z865	0	4.0	Undirected	Lil Wayne	4	4	285	4.0	null	day	10555	106	6034	Ty Dolla $ign	null	true	270aLuFCbX32hhBr8MQyPM	Love U Better (feat. Lil Wayne & The-Dream)	27/10/2017	76
7c0XG5cIJTrrAgEC3ULPiq	1l8Fu6IkuTP0U5QetQJ5Xt	0	2.0	Undirected	Fifth Harmony	2	4	878	2.0	null	day	8395	107	3425	Ty Dolla $ign	null	false	4tCtwWceOPWzenK2HAIJSb	Work from Home	27/05/2016	80
7c0XG5cIJTrrAgEC3ULPiq	1l7ZsJRRS8wlW3WfJfPfNS	0	2.0	Undirected	Christina Aguilera	2	4	545	2.0	null	day	5794	108	2128	Ty Dolla $ign	null	true	0iSDDumvHTzv6we9Yr1HzY	Accelerate	15/06/2018	61
7c0XG5cIJTrrAgEC3ULPiq	64M6ah0SkkRsnPGtGiRAbb	0	2.0	Undirected	Bebe Rexha	2	4	281	2.0	null	day	2240	109	1021	Ty Dolla $ign	null	true	4ZJPwET9Jrgpkqi4Vo3Yg8	Bad Bitch (feat. Ty Dolla $ign)	16/02/2017	72
7c0XG5cIJTrrAgEC3ULPiq	6LuN9FCkKOj5PcnpouEgny	0	2.0	Undirected	Khalid	2	4	1017	2.0	null	day	249	110	71	Ty Dolla $ign	null	true	6Hgh47WXVKtXN5zGOu0hjI	OTW	20/04/2018	89
7c0XG5cIJTrrAgEC3ULPiq	1URnnhqYAYcrqrcwql10ft	0	2.0	Undirected	21 Savage	2	4	18	2.0	null	day	121	111	13	Ty Dolla $ign	null	true	1u0CD4fcBUB1xrG9fNgejh	Clout (feat. 21 Savage)	11/05/2018	79
7c0XG5cIJTrrAgEC3ULPiq	5ZS223C6JyBfXasXxrRqOk	0	2.0	Undirected	Jhene Aiko	2	4	6	2.0	null	day	11	112	2	Ty Dolla $ign	null	true	6H0AwSQ20mo62jGlPGB8S6	It's A Vibe	16/06/2017	78
7c0XG5cIJTrrAgEC3ULPiq	2iojnBLj0qIMiKPvVhLnsH	0	4.0	Undirected	Trey Songz	4	4	5	4.0	null	day	10	113	9248	Ty Dolla $ign	null	true	37XDM9pTC8DeOejlUaTDaP	When We (Remix) [feat. Ty Dolla $ign and Trey Songz]	14/02/2018	67
2iojnBLj0qIMiKPvVhLnsH	0hCNtLu0JehylgoiP8L4Gh	0	2.0	Undirected	Nicki Minaj	2	5	33	2.0	null	day	22417	114	10093	Trey Songz	null	true	4bkhs6spQvVnVJAlXuKR6a	Touchin, Lovin (feat. Nicki Minaj)	23/06/2015	64
2iojnBLj0qIMiKPvVhLnsH	3ipn9JLAPI5GUEo4y4jcoi	0	2.0	Undirected	Ludacris	2	5	335	2.0	null	day	21275	115	9252	Trey Songz	null	true	32ZO4hWeC5MX686Wrzj4Mn	Everything (feat. Trey Songz and Ludacris)	29/09/2017	51
2iojnBLj0qIMiKPvVhLnsH	31W5EY0aAly4Qieq6OFu6I	0	2.0	Undirected	A Boogie Wit da Hoodie	2	5	36	2.0	null	day	19818	116	8307	Trey Songz	null	true	3KIPN9BE8rh6ueIFYZHrIZ	Bad Girl (feat. Trey Songz & Robin Thicke)	29/09/2017	54
2iojnBLj0qIMiKPvVhLnsH	67nwj3Y5sZQLl72VNUHEYE	0	2.0	Undirected	Wale	2	5	1043	2.0	null	day	13688	117	5218	Trey Songz	null	true	3N5oiETJEStSB71TjTFkWV	Bounce It	23/08/2013	61
2iojnBLj0qIMiKPvVhLnsH	5gCRApTajqwbnHHPbr2Fpi	0	2.0	Undirected	Juicy J	2	5	54	2.0	null	day	13687	118	5218	Trey Songz	null	true	3N5oiETJEStSB71TjTFkWV	Bounce It	23/08/2013	61
2iojnBLj0qIMiKPvVhLnsH	2jku7tDXc6XoB6MO2hFuqg	0	2.0	Undirected	Tory Lanez	2	5	37	2.0	null	day	7211	119	2847	Trey Songz	null	true	6cfk99ICcxQrT0s149uFcF	Wishing Remix (feat. Chris Brown, Fabolous, Trey Songz, Jhene Aiko & Tory Lanez)	29/09/2016	57
2iojnBLj0qIMiKPvVhLnsH	7bXgB6jMjp9ATFy66eO08Z	0	2.0	Undirected	Chris Brown	2	5	572	2.0	null	day	7208	120	2847	Trey Songz	null	true	6cfk99ICcxQrT0s149uFcF	Wishing Remix (feat. Chris Brown, Fabolous, Trey Songz, Jhene Aiko & Tory Lanez)	29/09/2016	57
2iojnBLj0qIMiKPvVhLnsH	5ZS223C6JyBfXasXxrRqOk	0	4.0	Undirected	Jhene Aiko	4	5	6	4.0	null	day	14	121	2847	Trey Songz	null	true	6cfk99ICcxQrT0s149uFcF	Wishing Remix (feat. Chris Brown, Fabolous, Trey Songz, Jhene Aiko & Tory Lanez)	29/09/2016	57
5ZS223C6JyBfXasXxrRqOk	7iZtZyCzp3LItcw1wtPI3D	0	2.0	Undirected	Rae Sremmurd	2	6	338	2.0	null	day	12775	122	4825	Jhene Aiko	null	true	5oKxax66OjT1ZD8UTCy61h	Sativa	22/01/2018	61
5ZS223C6JyBfXasXxrRqOk	73sIBHcqh3Z3NyqHKZ7FOL	0	2.0	Undirected	Childish Gambino	2	6	562	2.0	null	day	12772	123	4823	Jhene Aiko	null	true	5Ck3e6z1bcSCes5gdo0Ddt	Bed Peace	01/01/2013	63
5ZS223C6JyBfXasXxrRqOk	0c173mlxpT3dSFRgMO8XPh	0	2.0	Undirected	Big Sean	2	6	12	2.0	null	day	12770	124	4822	Jhene Aiko	null	false	2nvmHk4JnsZ94mygliLsou	Moments	22/09/2017	64
5ZS223C6JyBfXasXxrRqOk	2jku7tDXc6XoB6MO2hFuqg	0	2.0	Undirected	Tory Lanez	2	6	37	2.0	null	day	7216	125	2847	Jhene Aiko	null	true	6cfk99ICcxQrT0s149uFcF	Wishing Remix (feat. Chris Brown, Fabolous, Trey Songz, Jhene Aiko & Tory Lanez)	29/09/2016	57
5ZS223C6JyBfXasXxrRqOk	7bXgB6jMjp9ATFy66eO08Z	0	4.0	Undirected	Chris Brown	4	6	572	4.0	null	day	7213	126	7494	Jhene Aiko	null	true	0fgZUSa7D7aVvv3GfO0A1n	Post To Be (feat. Chris Brown & Jhene Aiko)	02/12/2014	70
6vXTefBL93Dj5IqAWq6OTv	0NIIxcxNHmOoyBx03SfTCD	0	2.0	Undirected	Tinashe	2	8	1336	2.0	null	day	22192	127	9929	French Montana	null	true	6XddLa3bdlJJQC6sImufdH	Me So Bad	13/04/2018	65
6vXTefBL93Dj5IqAWq6OTv	2o5jDhtHVPhrJdv3cEQ99Z	0	2.0	Undirected	Tiësto	2	8	1216	2.0	null	day	22159	128	9917	French Montana	null	true	6Uq65N2DJzKwBj8QBcJ5Xu	Unforgettable - Tiësto vs. Dzeko AFTR:HRS Remix	25/08/2017	65
6vXTefBL93Dj5IqAWq6OTv	1sBkRIssrMs1AbVkOJbc7a	0	2.0	Undirected	Rick Ross	2	8	675	2.0	null	day	19631	129	8214	French Montana	null	true	0nq6sfr8z1R5KJ4XUk396e	Stay Schemin	10/04/2012	61
6vXTefBL93Dj5IqAWq6OTv	6KZDXtSj0SzGOV705nNeh3	0	2.0	Undirected	Kid Ink	2	8	879	2.0	null	day	18522	130	7497	French Montana	null	true	1hlwA8qvXx0Bl6iYuDbIuD	I'm Up (feat. Kid Ink & French Montana)	18/06/2015	60
6vXTefBL93Dj5IqAWq6OTv	5YGY8feqx7naU7z4HrwZM6	0	2.0	Undirected	Miley Cyrus	2	8	1575	2.0	null	day	17544	131	6852	French Montana	null	true	6dDIOU6AqgLkrjFNPgvKY6	FU	04/10/2013	62
6vXTefBL93Dj5IqAWq6OTv	1r4hJ1h58CWwUQe3MxPuau	0	2.0	Undirected	Maluma	2	8	889	2.0	null	day	16876	132	6389	French Montana	null	true	3t6j6WNv2OSn6qm5Vxynub	GPS	24/11/2017	74
6vXTefBL93Dj5IqAWq6OTv	5gCRApTajqwbnHHPbr2Fpi	0	2.0	Undirected	Juicy J	2	8	54	2.0	null	day	15806	133	5992	French Montana	null	true	6h5yOjQNDaLZ0rW2OGoXTB	Turn Down for What - Official Remix	19/05/2014	52
6vXTefBL93Dj5IqAWq6OTv	540vIaP2JwjQb9dm3aArA4	0	2.0	Undirected	DJ Snake	2	8	756	2.0	null	day	15804	134	5992	French Montana	null	true	6h5yOjQNDaLZ0rW2OGoXTB	Turn Down for What - Official Remix	19/05/2014	52
6vXTefBL93Dj5IqAWq6OTv	3nFkdlSjzX9mRTtwJOzDYB	0	2.0	Undirected	JAY Z	2	8	317	2.0	null	day	11209	135	4655	French Montana	null	true	2AYTGaclgKXACh13nJRVcV	All The Way Up (Remix)	27/05/2016	67
6vXTefBL93Dj5IqAWq6OTv	738wLrAtLtCtFOLvQBXOXp	0	2.0	Undirected	Major Lazer	2	8	193	2.0	null	day	8684	136	3630	French Montana	null	true	5Xl8hwINbHKEYBHIU0WL1i	Unforgettable - Major Lazer Remix	09/06/2017	66
6vXTefBL93Dj5IqAWq6OTv	1Xyo4u8uXC1ZmMpatF05PJ	0	2.0	Undirected	The Weeknd	2	8	384	2.0	null	day	8677	137	3629	French Montana	null	true	1vVNlXi8gf8tZ7OhnEs4VE	A Lie	14/07/2017	66
6vXTefBL93Dj5IqAWq6OTv	7hJcb9fa4alzcOq3EaNPoG	0	2.0	Undirected	Snoop Dogg	2	8	329	2.0	null	day	8667	138	3628	French Montana	null	true	4rMhnUBc5KjVa8oaj2mynQ	All for You	11/11/2014	67
6vXTefBL93Dj5IqAWq6OTv	6TIYQ3jFPwQSRmorSezPxX	0	2.0	Undirected	Machine Gun Kelly	2	8	917	2.0	null	day	8666	139	3628	French Montana	null	true	4rMhnUBc5KjVa8oaj2mynQ	All for You	11/11/2014	67
6vXTefBL93Dj5IqAWq6OTv	137W8MRPWKqSmrBGDBFSop	0	4.0	Undirected	Wiz Khalifa	4	8	676	4.0	null	day	8665	140	4913	French Montana	null	true	6CEZXsV0Eal2JR8mvTPHOg	NBA (feat. Wiz Khalifa and French Montana)	05/02/2013	38
6vXTefBL93Dj5IqAWq6OTv	46SHBwWsqBkxI7EeeBEQG7	0	2.0	Undirected	Kodak Black	2	8	40	2.0	null	day	8660	141	3625	French Montana	null	true	7iaw359G2XT14uTfV9feip	Lockjaw	27/05/2016	69
6vXTefBL93Dj5IqAWq6OTv	07YZf4WDAMNwqr4jfgOZ8y	0	2.0	Undirected	Jason Derulo	2	8	1134	2.0	null	day	8659	142	3624	French Montana	null	false	2z4pcBLQXF2BXKFvd0BuB6	Tip Toe (feat. French Montana)	10/11/2017	81
6vXTefBL93Dj5IqAWq6OTv	3wyVrVrFCkukjdVIdirGVY	0	2.0	Undirected	Lil Pump	2	8	381	2.0	null	day	7055	143	2816	French Montana	null	true	5mqzhMuUpvnMfwNz6iepmO	Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2	15/05/2018	82
6vXTefBL93Dj5IqAWq6OTv	5fMUXHkw8R8eOP2RNVYEZX	0	2.0	Undirected	Diplo	2	8	726	2.0	null	day	7054	144	2816	French Montana	null	true	5mqzhMuUpvnMfwNz6iepmO	Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2	15/05/2018	82
6vXTefBL93Dj5IqAWq6OTv	25uiPmTg16RbhZWAqwLBy5	0	2.0	Undirected	Charli XCX	2	8	282	2.0	null	day	3921	145	1914	French Montana	null	true	0tPQPaOKM32WgMSbPCYyRH	Dirty Sexy Money (feat. Charli XCX & French Montana)	02/11/2017	73
6vXTefBL93Dj5IqAWq6OTv	4D75GcNG95ebPtNvoNVXhz	0	2.0	Undirected	Afrojack	2	8	500	2.0	null	day	3920	146	1914	French Montana	null	true	0tPQPaOKM32WgMSbPCYyRH	Dirty Sexy Money (feat. Charli XCX & French Montana)	02/11/2017	73
6vXTefBL93Dj5IqAWq6OTv	1Cs0zKBU1kc0i8ypK3B9ai	0	4.0	Undirected	David Guetta	4	8	555	4.0	null	day	3919	147	8177	French Montana	null	true	44xuQEWJJd4aWSaFUrPOlA	All The Way Up (Remix)	12/05/2016	48
6vXTefBL93Dj5IqAWq6OTv	329e4yvIujISKGKz1BZZbO	0	2.0	Undirected	Farruko	2	8	290	2.0	null	day	2264	148	1035	French Montana	null	false	3clw56k8jqFaXnwdejV4Yo	Zooted (feat. French Montana & Farruko)	20/07/2018	72
6vXTefBL93Dj5IqAWq6OTv	4obzFoKoKRHIphyHzJ35G3	0	2.0	Undirected	Becky G	2	8	287	2.0	null	day	2263	149	1035	French Montana	null	false	3clw56k8jqFaXnwdejV4Yo	Zooted (feat. French Montana & Farruko)	20/07/2018	72
6vXTefBL93Dj5IqAWq6OTv	5IcR3N7QB1j6KBL8eImZ8m	0	2.0	Undirected	ScHoolboy Q	2	8	50	2.0	null	day	338	150	132	French Montana	null	true	7xVLFuuYdAvcTfcP3IG3dS	Work REMIX	16/08/2013	75
6vXTefBL93Dj5IqAWq6OTv	13ubrt8QOOCPljQ2FL1Kca	0	2.0	Undirected	A$AP Rocky	2	8	48	2.0	null	day	336	151	132	French Montana	null	true	7xVLFuuYdAvcTfcP3IG3dS	Work REMIX	16/08/2013	75
6vXTefBL93Dj5IqAWq6OTv	5dHt1vcEm9qb8fCyLcB3HL	0	2.0	Undirected	A$AP Ferg	2	8	47	2.0	null	day	335	152	132	French Montana	null	true	7xVLFuuYdAvcTfcP3IG3dS	Work REMIX	16/08/2013	75
6vXTefBL93Dj5IqAWq6OTv	1mXAhKnZEdF6rotyyd4GBi	0	2.0	Undirected	MC Kevinho	2	8	1500	2.0	null	day	30	153	4	French Montana	null	false	5RBW30fFFVav2n0IqFj0fY	Olha A Explosão - Remix	27/04/2018	77
0Y5tJX1MQlPlqiwlOH1tJY	50co4Is1HCEo8bhOyUWKpn	0	2.0	Undirected	Young Thug	2	10	38	2.0	null	day	22400	154	10076	Travis Scott	null	true	4GXl8l1MfZPf2GvpyRPJBf	pick up the phone	03/06/2016	70
0Y5tJX1MQlPlqiwlOH1tJY	7tYKF4w9nC0nq9CsPZTHyP	0	2.0	Undirected	SZA	2	10	480	2.0	null	day	21154	155	9172	Travis Scott	null	true	0q75NwOoFiARAVp4EXU4Bs	Love Galore	09/06/2017	80
0Y5tJX1MQlPlqiwlOH1tJY	7iZtZyCzp3LItcw1wtPI3D	0	2.0	Undirected	Rae Sremmurd	2	10	338	2.0	null	day	19325	156	8033	Travis Scott	null	true	1oUudyBYVGMIC8JXeIsFzq	CLOSE (feat. Travis Scott) - From SR3MM	04/05/2018	76
0Y5tJX1MQlPlqiwlOH1tJY	699OTQXzgjhIYAHMy9RyPD	0	2.0	Undirected	Playboi Carti	2	10	55	2.0	null	day	18944	157	7788	Travis Scott	null	true	3K6U7TamNyVSWcFH8pCQHX	Love Hurts (feat. Travis Scott)	11/05/2018	73
0Y5tJX1MQlPlqiwlOH1tJY	360IAlyVv4PCEVjgyMZrxK	0	2.0	Undirected	Miguel	2	10	74	2.0	null	day	17460	158	6797	Travis Scott	null	true	5WoaF1B5XIEnWfmb5NZikf	Sky Walker	01/12/2017	80
0Y5tJX1MQlPlqiwlOH1tJY	4nDoRrQiYLoBzwC5BhVJzF	0	2.0	Undirected	Camila Cabello	2	10	477	2.0	null	day	16843	159	6378	Travis Scott	null	false	6BKeNWeUqxmvQ09Gxd3ZGX	Know No Better	01/06/2017	68
0Y5tJX1MQlPlqiwlOH1tJY	738wLrAtLtCtFOLvQBXOXp	0	2.0	Undirected	Major Lazer	2	10	193	2.0	null	day	16842	160	6378	Travis Scott	null	false	6BKeNWeUqxmvQ09Gxd3ZGX	Know No Better	01/06/2017	68
0Y5tJX1MQlPlqiwlOH1tJY	4O15NlyKLIASxsJ0PrXPfz	0	2.0	Undirected	Lil Uzi Vert	2	10	56	2.0	null	day	15857	161	6025	Travis Scott	null	true	3DoBTwfr8yi2LN08SBpFkN	Watch (feat. Lil Uzi Vert & Kanye West)	04/05/2018	84
0Y5tJX1MQlPlqiwlOH1tJY	0fA0VVWsXO9YnASrzqfmYu	0	2.0	Undirected	Kid Cudi	2	10	71	2.0	null	day	14215	162	5527	Travis Scott	null	true	6WSBZroxQaO3FYEpT2ACFH	Baptized In Fire	16/12/2016	62
0Y5tJX1MQlPlqiwlOH1tJY	2YZyLoL8N0Wb9xBt1NhZWg	0	2.0	Undirected	Kendrick Lamar	2	10	68	2.0	null	day	14098	163	5461	Travis Scott	null	true	5cXg9IQS34FzLVdHhp7hu7	Big Shot (with Travis Scott)	09/02/2018	76
0Y5tJX1MQlPlqiwlOH1tJY	1URnnhqYAYcrqrcwql10ft	0	2.0	Undirected	21 Savage	2	10	18	2.0	null	day	132	164	14	Travis Scott	null	true	5u6vkDnOyaf8LsteDAj2ub	Ghostface Killers	30/10/2017	78
0Y5tJX1MQlPlqiwlOH1tJY	7pFeBzX627ff0VnN6bxPR4	0	2.0	Undirected	Desiigner	2	10	14	2.0	null	day	72	165	6	Travis Scott	null	true	2nBI3iWLhupR7LyAJ5GGkE	Champions	10/06/2016	71
0Y5tJX1MQlPlqiwlOH1tJY	6Ha4aES39QiVjR0L2lwuwq	0	2.0	Undirected	Yo Gotti	2	10	13	2.0	null	day	70	166	6	Travis Scott	null	true	2nBI3iWLhupR7LyAJ5GGkE	Champions	10/06/2016	71
0Y5tJX1MQlPlqiwlOH1tJY	0c173mlxpT3dSFRgMO8XPh	0	4.0	Undirected	Big Sean	4	10	12	4.0	null	day	68	167	1176	Travis Scott	null	true	3wAI7MIQtTgwcRmwchPZBc	Go Legend (& Metro Boomin)	08/12/2017	68
0Y5tJX1MQlPlqiwlOH1tJY	13y7CgLHjMVRMDqxdx0Xdo	0	2.0	Undirected	Gucci Mane	2	10	11	2.0	null	day	67	168	6	Travis Scott	null	true	2nBI3iWLhupR7LyAJ5GGkE	Champions	10/06/2016	71
0Y5tJX1MQlPlqiwlOH1tJY	5K4W6rqBFWDnAN6FQUkS6x	0	4.0	Undirected	Kanye West	4	10	841	4.0	null	day	66	169	6025	Travis Scott	null	true	3DoBTwfr8yi2LN08SBpFkN	Watch (feat. Lil Uzi Vert & Kanye West)	04/05/2018	84
13y7CgLHjMVRMDqxdx0Xdo	5LHRHt1k9lMyONurDHEdrp	0	2.0	Undirected	Tyga	2	11	573	2.0	null	day	22565	170	10188	Gucci Mane	null	true	6MPR32vGG1AaQMYOfqvyqx	Sip A Lil (feat. Gucci Mane)	16/02/2018	66
13y7CgLHjMVRMDqxdx0Xdo	2o5jDhtHVPhrJdv3cEQ99Z	0	2.0	Undirected	Tiësto	2	11	1216	2.0	null	day	22144	171	9912	Gucci Mane	null	true	6iC7vapdKp0XlKhxOkp8QJ	BOOM	26/01/2018	71
13y7CgLHjMVRMDqxdx0Xdo	0C8ZW7ezQVs4URX5aX7Kqx	0	2.0	Undirected	Selena Gomez	2	11	503	2.0	null	day	20179	172	8568	Gucci Mane	null	false	4lnAN2S1fcI0SjxEbksZVr	Fetish (feat. Gucci Mane)	13/07/2017	75
13y7CgLHjMVRMDqxdx0Xdo	0A0FS04o6zMoto8OKPsDwY	0	2.0	Undirected	YG	2	11	16	2.0	null	day	19588	173	8202	Gucci Mane	null	true	1vnsGFNWNANWMg0CAeMkl2	Plug Walk (feat. Gucci Mane, YG, 2Chainz) - Remix	20/06/2018	78
13y7CgLHjMVRMDqxdx0Xdo	1pPmIToKXyGdsCF6LmqLmI	0	2.0	Undirected	Rich The Kid	2	11	869	2.0	null	day	19587	174	8202	Gucci Mane	null	true	1vnsGFNWNANWMg0CAeMkl2	Plug Walk (feat. Gucci Mane, YG, 2Chainz) - Remix	20/06/2018	78
13y7CgLHjMVRMDqxdx0Xdo	7iZtZyCzp3LItcw1wtPI3D	0	2.0	Undirected	Rae Sremmurd	2	11	338	2.0	null	day	19329	175	8034	Gucci Mane	null	true	6fujklziTHa8uoM5OQSfIo	Black Beatles	12/08/2016	76
13y7CgLHjMVRMDqxdx0Xdo	67nwj3Y5sZQLl72VNUHEYE	0	2.0	Undirected	Wale	2	11	1043	2.0	null	day	17882	176	7073	Gucci Mane	null	true	3e7KcqiZN4wSrpoHUeYXjY	Voilà	15/12/2017	51
13y7CgLHjMVRMDqxdx0Xdo	55Aa2cqylxrFIXC767Z865	0	2.0	Undirected	Lil Wayne	2	11	285	2.0	null	day	9681	177	3988	Gucci Mane	null	true	3VCYe6mCXebBgcfzaxCVNI	Both (feat. Drake & Lil Wayne) - Remix	14/04/2017	70
13y7CgLHjMVRMDqxdx0Xdo	6icQOAFXDZKsumw3YXyusw	0	2.0	Undirected	Lil Yachty	2	11	101	2.0	null	day	9669	178	3986	Gucci Mane	null	true	3DxZfFYJLwKDJtUwnLEhkL	Solitaire (feat. Migos & Lil Yachty)	01/03/2018	71
13y7CgLHjMVRMDqxdx0Xdo	137W8MRPWKqSmrBGDBFSop	0	2.0	Undirected	Wiz Khalifa	2	11	676	2.0	null	day	9665	179	3984	Gucci Mane	null	true	5t8djD6oZcfAyqF4cTQfFb	Real Rich (feat. Gucci Mane)	13/07/2018	73
13y7CgLHjMVRMDqxdx0Xdo	1Xyo4u8uXC1ZmMpatF05PJ	0	2.0	Undirected	The Weeknd	2	11	384	2.0	null	day	9662	180	3983	Gucci Mane	null	true	2yuyaYAELoMG4ApV5wJsWR	Curve (feat. The Weeknd)	13/10/2017	75
13y7CgLHjMVRMDqxdx0Xdo	6oMuImdp5ZcFhWP0ESe6mG	0	6.0	Undirected	Migos	6	11	472	6.0	null	day	9658	181	6793	Gucci Mane	null	true	6p8NuHm8uCGnn2Dtbtf7zE	Slippery (feat. Gucci Mane)	27/01/2017	80
13y7CgLHjMVRMDqxdx0Xdo	1l8Fu6IkuTP0U5QetQJ5Xt	0	2.0	Undirected	Fifth Harmony	2	11	878	2.0	null	day	8399	182	3427	Gucci Mane	null	false	0XQHz5C8PknyrEhyrKxVKa	Down	29/10/2017	72
13y7CgLHjMVRMDqxdx0Xdo	2cFrymmkijnjDg9SS92EPM	0	2.0	Undirected	Blackbear	2	11	368	2.0	null	day	2794	183	1283	Gucci Mane	null	true	53mrVsi49rLHIaKBiSvElG	do re mi (feat. Gucci Mane)	28/07/2017	69
13y7CgLHjMVRMDqxdx0Xdo	1URnnhqYAYcrqrcwql10ft	0	2.0	Undirected	21 Savage	2	11	18	2.0	null	day	161	184	19	Gucci Mane	null	true	1nO2NjuFkGaAWcMdJ1pNrp	Cocky	16/02/2018	72
13y7CgLHjMVRMDqxdx0Xdo	13ubrt8QOOCPljQ2FL1Kca	0	2.0	Undirected	A$AP Rocky	2	11	48	2.0	null	day	160	185	19	Gucci Mane	null	true	1nO2NjuFkGaAWcMdJ1pNrp	Cocky	16/02/2018	72
13y7CgLHjMVRMDqxdx0Xdo	7pFeBzX627ff0VnN6bxPR4	0	4.0	Undirected	Desiigner	4	11	14	4.0	null	day	51	186	2750	Gucci Mane	null	true	1W8vII5CLpMMzAGvGlAgCk	Liife	27/06/2017	63
13y7CgLHjMVRMDqxdx0Xdo	6Ha4aES39QiVjR0L2lwuwq	0	2.0	Undirected	Yo Gotti	2	11	13	2.0	null	day	49	187	6	Gucci Mane	null	true	2nBI3iWLhupR7LyAJ5GGkE	Champions	10/06/2016	71
13y7CgLHjMVRMDqxdx0Xdo	0c173mlxpT3dSFRgMO8XPh	0	2.0	Undirected	Big Sean	2	11	12	2.0	null	day	46	188	6	Gucci Mane	null	true	2nBI3iWLhupR7LyAJ5GGkE	Champions	10/06/2016	71
13y7CgLHjMVRMDqxdx0Xdo	5K4W6rqBFWDnAN6FQUkS6x	0	2.0	Undirected	Kanye West	2	11	841	2.0	null	day	45	189	6	Gucci Mane	null	true	2nBI3iWLhupR7LyAJ5GGkE	Champions	10/06/2016	71
0c173mlxpT3dSFRgMO8XPh	0hCNtLu0JehylgoiP8L4Gh	0	2.0	Undirected	Nicki Minaj	2	12	33	2.0	null	day	23124	190	10571	Big Sean	null	true	2RM4jf1Xa9zPgMGRDiht8O	Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj	25/05/2018	85
0c173mlxpT3dSFRgMO8XPh	0A0FS04o6zMoto8OKPsDwY	0	2.0	Undirected	YG	2	12	16	2.0	null	day	23122	191	10571	Big Sean	null	true	2RM4jf1Xa9zPgMGRDiht8O	Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj	25/05/2018	85
0c173mlxpT3dSFRgMO8XPh	4xRYI6VqpkE3UwrDrAZL8L	0	2.0	Undirected	Logic	2	12	1075	2.0	null	day	16089	192	6150	Big Sean	null	true	5KVciTEfXvpcFHR3RFbtJy	Wassup	09/03/2018	70
0c173mlxpT3dSFRgMO8XPh	1uNFoZAHBGtllmzznpCI3s	0	2.0	Undirected	Justin Bieber	2	12	490	2.0	null	day	13767	193	5247	Big Sean	null	false	0pwYLVXVknPSGUQb39cePC	As Long As You Love Me	01/01/2012	67
0c173mlxpT3dSFRgMO8XPh	15iVAtD3s3FsQR4w1v6M0P	0	2.0	Undirected	Chief Keef	2	12	65	2.0	null	day	10835	194	4478	Big Sean	null	true	12D0n7hKpPcjuUpcbAKjjr	Don't Like.1	01/01/2012	63
